HomeTeam,AwayTeam,Referee,BWH,BWD,BWA,Avg<2.5,Avg>2.5,Day_of_year,Day_of_week,Month,Year,Season
Chelsea,Arsenal,M Atkinson,1.91,3.4,4.0,2.18,1.66,20,Sunday,1,2013,2012/2013
Tottenham,Man United,C Foy,2.85,3.6,2.3,2.22,1.64,20,Sunday,1,2013,2012/2013
Southampton,Everton,N Swarbrick,3.9,3.5,1.91,2.03,1.78,21,Monday,1,2013,2012/2013
Arsenal,West Ham,A Marriner,1.44,4.1,7.75,2.17,1.67,23,Wednesday,1,2013,2012/2013
Aston Villa,Newcastle,M Dean,2.85,3.2,2.5,1.89,1.91,29,Tuesday,1,2013,2012/2013
QPR,Man City,P Dowd,7.0,4.4,1.44,2.16,1.68,29,Tuesday,1,2013,2012/2013
Stoke,Wigan,M Jones,2.05,3.3,3.6,1.63,2.26,29,Tuesday,1,2013,2012/2013
Sunderland,Swansea,A Marriner,2.55,3.25,2.75,1.75,2.06,29,Tuesday,1,2013,2012/2013
Arsenal,Liverpool,K Friend,2.4,3.2,3.0,2.13,1.7,30,Wednesday,1,2013,2012/2013
Everton,West Brom,M Oliver,1.53,4.1,6.0,2.16,1.67,30,Wednesday,1,2013,2012/2013
Fulham,West Ham,C Foy,2.15,3.4,3.3,1.97,1.83,30,Wednesday,1,2013,2012/2013
Man United,Southampton,L Mason,1.2,7.0,11.5,3.01,1.36,30,Wednesday,1,2013,2012/2013
Norwich,Tottenham,N Swarbrick,4.6,3.6,1.75,2.02,1.78,30,Wednesday,1,2013,2012/2013
Reading,Chelsea,M Halsey,7.25,4.2,1.45,2.33,1.58,30,Wednesday,1,2013,2012/2013
Arsenal,Stoke,C Foy,1.42,4.2,8.25,2.08,1.74,33,Saturday,2,2013,2012/2013
Everton,Aston Villa,M Jones,1.35,4.6,9.25,2.2,1.66,33,Saturday,2,2013,2012/2013
Fulham,Man United,K Friend,5.5,4.1,1.57,2.28,1.6,33,Saturday,2,2013,2012/2013
Newcastle,Chelsea,H Webb,3.75,3.7,1.9,2.08,1.74,33,Saturday,2,2013,2012/2013
QPR,Norwich,J Moss,1.91,3.6,3.8,1.88,1.91,33,Saturday,2,2013,2012/2013
Reading,Sunderland,L Mason,2.4,3.25,2.95,1.83,1.96,33,Saturday,2,2013,2012/2013
West Ham,Swansea,L Probert,2.4,3.2,3.0,1.89,1.9,33,Saturday,2,2013,2012/2013
Wigan,Southampton,A Marriner,2.15,3.4,3.3,2.0,1.8,33,Saturday,2,2013,2012/2013
Man City,Liverpool,A Taylor,1.85,3.8,3.8,2.18,1.67,61,Saturday,2,2013,2012/2013
West Brom,Tottenham,M Clattenburg,3.5,3.3,2.1,1.91,1.88,61,Saturday,2,2013,2012/2013
Chelsea,Wigan,M Dean,1.34,5.0,8.5,2.52,1.49,245,Monday,2,2013,2012/2013
Norwich,Fulham,H Webb,2.3,3.25,3.1,1.84,1.95,245,Monday,2,2013,2012/2013
Southampton,Man City,M Atkinson,5.5,4.0,1.57,2.09,1.73,245,Monday,2,2013,2012/2013
Stoke,Reading,M Oliver,1.83,3.4,4.4,1.77,2.03,245,Monday,2,2013,2012/2013
Sunderland,Arsenal,A Taylor,4.0,3.6,1.85,1.91,1.87,245,Monday,2,2013,2012/2013
Swansea,QPR,N Swarbrick,1.83,3.4,4.4,1.75,2.05,245,Monday,2,2013,2012/2013
Tottenham,Newcastle,P Dowd,1.65,3.8,5.0,2.15,1.69,245,Monday,2,2013,2012/2013
Aston Villa,West Ham,M Clattenburg,2.55,3.25,2.75,1.83,1.95,275,Wednesday,2,2013,2012/2013
Man United,Everton,M Halsey,1.7,3.8,4.75,2.25,1.62,275,Wednesday,2,2013,2012/2013
Liverpool,West Brom,J Moss,1.34,5.0,8.5,2.26,1.61,306,Saturday,2,2013,2012/2013
Liverpool,Swansea,H Webb,1.57,4.1,5.5,2.2,1.66,48,Sunday,2,2013,2012/2013
Arsenal,Aston Villa,M Atkinson,1.3,5.25,9.25,2.42,1.53,54,Saturday,2,2013,2012/2013
Fulham,Stoke,L Probert,2.05,3.3,3.6,1.69,2.15,54,Saturday,2,2013,2012/2013
Norwich,Everton,L Mason,3.6,3.3,2.05,1.83,1.96,54,Saturday,2,2013,2012/2013
QPR,Man United,A Taylor,6.5,3.9,1.53,2.09,1.73,54,Saturday,2,2013,2012/2013
Reading,Wigan,P Dowd,2.55,3.2,2.8,1.97,1.82,54,Saturday,2,2013,2012/2013
West Brom,Sunderland,R East,1.95,3.3,4.0,1.8,1.99,54,Saturday,2,2013,2012/2013
Man City,Chelsea,A Marriner,1.91,3.5,3.9,2.12,1.71,55,Sunday,2,2013,2012/2013
Newcastle,Southampton,C Foy,2.0,3.5,3.6,2.05,1.76,55,Sunday,2,2013,2012/2013
West Ham,Tottenham,H Webb,3.4,3.25,2.15,1.89,1.89,56,Monday,2,2013,2012/2013
Chelsea,West Brom,K Friend,1.4,4.33,8.25,2.32,1.57,34,Sunday,3,2013,2012/2013
Everton,Reading,A Taylor,1.36,5.0,7.75,2.24,1.63,34,Sunday,3,2013,2012/2013
Man United,Norwich,N Swarbrick,1.3,5.25,9.25,2.3,1.58,34,Sunday,3,2013,2012/2013
Southampton,QPR,H Webb,1.8,3.5,4.5,1.95,1.84,34,Sunday,3,2013,2012/2013
Stoke,West Ham,J Moss,2.05,3.3,3.6,1.68,2.15,34,Sunday,3,2013,2012/2013
Sunderland,Fulham,M Halsey,2.35,3.2,3.1,1.74,2.07,34,Sunday,3,2013,2012/2013
Swansea,Newcastle,C Pawson,2.0,3.5,3.6,2.0,1.79,34,Sunday,3,2013,2012/2013
Wigan,Liverpool,M Atkinson,4.2,3.8,1.78,2.13,1.7,34,Sunday,3,2013,2012/2013
Tottenham,Arsenal,M Clattenburg,2.3,3.4,3.0,2.19,1.66,62,Sunday,3,2013,2012/2013
Aston Villa,Man City,M Dean,7.5,4.25,1.44,2.11,1.71,93,Wednesday,3,2013,2012/2013
Norwich,Southampton,M Clattenburg,2.4,3.2,3.0,1.91,1.88,246,Tuesday,3,2013,2012/2013
QPR,Sunderland,M Jones,2.25,3.25,3.2,1.75,2.07,246,Tuesday,3,2013,2012/2013
Reading,Aston Villa,J Moss,2.35,3.25,3.0,1.98,1.82,246,Tuesday,3,2013,2012/2013
West Brom,Swansea,L Mason,2.35,3.2,3.1,1.96,1.84,246,Tuesday,3,2013,2012/2013
Liverpool,Tottenham,M Oliver,1.85,3.8,3.8,2.22,1.64,276,Thursday,3,2013,2012/2013
Newcastle,Stoke,A Marriner,1.8,3.4,4.6,1.75,2.05,276,Thursday,3,2013,2012/2013
Aston Villa,QPR,K Friend,2.1,3.4,3.4,1.87,1.92,75,Saturday,3,2013,2012/2013
Everton,Man City,L Probert,3.8,3.3,2.0,1.98,1.81,75,Saturday,3,2013,2012/2013
Man United,Reading,L Mason,1.15,8.0,14.0,3.3,1.31,75,Saturday,3,2013,2012/2013
Southampton,Liverpool,P Dowd,4.1,3.5,1.87,2.15,1.68,75,Saturday,3,2013,2012/2013
Stoke,West Brom,M Dean,2.45,3.1,3.0,1.69,2.14,75,Saturday,3,2013,2012/2013
Swansea,Arsenal,J Moss,3.4,3.2,2.2,2.02,1.78,75,Saturday,3,2013,2012/2013
Chelsea,West Ham,M Oliver,1.34,5.0,8.25,2.42,1.53,76,Sunday,3,2013,2012/2013
Sunderland,Norwich,C Foy,2.0,3.5,3.6,1.75,2.06,76,Sunday,3,2013,2012/2013
Tottenham,Fulham,M Jones,1.48,4.25,6.5,2.23,1.64,76,Sunday,3,2013,2012/2013
Wigan,Newcastle,M Halsey,2.25,3.25,3.2,2.04,1.77,76,Sunday,3,2013,2012/2013
Arsenal,Reading,C Foy,1.22,6.5,11.0,2.76,1.41,89,Saturday,3,2013,2012/2013
Everton,Stoke,M Jones,1.5,4.1,6.5,1.76,2.04,89,Saturday,3,2013,2012/2013
Man City,Newcastle,N Swarbrick,1.26,5.5,11.0,2.35,1.56,89,Saturday,3,2013,2012/2013
Southampton,Chelsea,J Moss,3.4,3.5,2.05,2.13,1.71,89,Saturday,3,2013,2012/2013
Sunderland,Man United,K Friend,5.5,3.8,1.62,1.85,1.94,89,Saturday,3,2013,2012/2013
Swansea,Tottenham,A Taylor,3.2,3.25,2.25,1.95,1.85,89,Saturday,3,2013,2012/2013
West Ham,West Brom,A Marriner,2.3,3.2,3.1,1.85,1.95,89,Saturday,3,2013,2012/2013
Wigan,Norwich,H Webb,1.87,3.5,4.1,1.92,1.88,89,Saturday,3,2013,2012/2013
Aston Villa,Liverpool,L Mason,4.75,3.8,1.7,2.18,1.67,90,Sunday,3,2013,2012/2013
Fulham,QPR,L Probert,1.91,3.4,4.0,1.88,1.91,4,Friday,4,2013,2012/2013
Norwich,Swansea,M Oliver,2.6,3.1,2.8,1.76,2.06,155,Tuesday,4,2013,2012/2013
Reading,Southampton,M Jones,3.3,3.4,2.15,2.12,1.7,155,Tuesday,4,2013,2012/2013
Stoke,Aston Villa,M Clattenburg,2.05,3.2,3.8,1.66,2.19,155,Tuesday,4,2013,2012/2013
West Brom,Arsenal,H Webb,4.1,3.5,1.87,2.1,1.73,155,Tuesday,4,2013,2012/2013
Chelsea,Sunderland,N Swarbrick,1.3,5.0,10.5,2.15,1.68,185,Thursday,4,2013,2012/2013
Liverpool,West Ham,A Taylor,1.35,5.0,8.0,2.37,1.55,185,Thursday,4,2013,2012/2013
Newcastle,Fulham,K Friend,2.0,3.25,3.9,1.98,1.81,185,Thursday,4,2013,2012/2013
QPR,Wigan,P Dowd,2.3,3.25,3.1,1.95,1.85,185,Thursday,4,2013,2012/2013
Tottenham,Everton,A Marriner,2.25,3.25,3.2,1.74,2.06,185,Thursday,4,2013,2012/2013
Man United,Man City,M Dean,2.2,3.4,3.2,2.06,1.75,216,Sunday,4,2013,2012/2013
Arsenal,Norwich,M Jones,1.23,6.0,11.5,2.54,1.48,103,Saturday,4,2013,2012/2013
Aston Villa,Fulham,P Dowd,2.25,3.2,3.25,1.86,1.94,103,Saturday,4,2013,2012/2013
Everton,QPR,L Mason,1.4,4.6,7.5,2.1,1.72,103,Saturday,4,2013,2012/2013
Reading,Liverpool,M Clattenburg,7.25,4.33,1.44,2.33,1.57,103,Saturday,4,2013,2012/2013
Southampton,West Ham,M Dean,1.8,3.7,4.2,1.95,1.86,103,Saturday,4,2013,2012/2013
Newcastle,Sunderland,H Webb,1.91,3.25,4.25,1.84,1.96,104,Sunday,4,2013,2012/2013
Stoke,Man United,J Moss,6.5,3.75,1.55,1.79,2.01,104,Sunday,4,2013,2012/2013
Arsenal,Everton,N Swarbrick,1.7,3.8,4.75,2.18,1.68,106,Tuesday,4,2013,2012/2013
Fulham,Chelsea,M Dean,4.5,3.8,1.72,2.06,1.75,107,Wednesday,4,2013,2012/2013
Man City,Wigan,J Moss,1.23,6.0,11.5,2.5,1.5,107,Wednesday,4,2013,2012/2013
West Ham,Man United,L Probert,5.0,3.75,1.67,2.04,1.77,107,Wednesday,4,2013,2012/2013
Fulham,Arsenal,A Marriner,4.75,3.8,1.7,2.17,1.67,110,Saturday,4,2013,2012/2013
Norwich,Reading,M Dean,1.67,3.7,5.0,1.96,1.84,110,Saturday,4,2013,2012/2013
QPR,Stoke,C Foy,2.1,3.4,3.4,1.67,2.17,110,Saturday,4,2013,2012/2013
Sunderland,Everton,P Dowd,3.4,3.3,2.15,1.76,2.06,110,Saturday,4,2013,2012/2013
Swansea,Southampton,M Halsey,2.25,3.3,3.1,2.06,1.75,110,Saturday,4,2013,2012/2013
West Brom,Newcastle,M Jones,2.25,3.2,3.25,2.04,1.77,110,Saturday,4,2013,2012/2013
West Ham,Wigan,N Swarbrick,2.3,3.25,3.1,1.94,1.86,110,Saturday,4,2013,2012/2013
Liverpool,Chelsea,K Friend,2.05,3.5,3.4,2.09,1.73,111,Sunday,4,2013,2012/2013
Tottenham,Man City,L Mason,3.2,3.25,2.25,1.92,1.87,111,Sunday,4,2013,2012/2013
Man United,Aston Villa,A Taylor,1.22,6.75,10.5,2.84,1.39,112,Monday,4,2013,2012/2013
Everton,Fulham,J Moss,1.45,4.1,7.5,2.11,1.72,117,Saturday,4,2013,2012/2013
Man City,West Ham,H Webb,1.25,5.5,12.0,2.49,1.51,117,Saturday,4,2013,2012/2013
Newcastle,Liverpool,A Marriner,2.95,3.25,2.4,2.0,1.81,117,Saturday,4,2013,2012/2013
Southampton,West Brom,R Madley,1.85,3.6,4.1,2.02,1.79,117,Saturday,4,2013,2012/2013
Stoke,Norwich,A Taylor,2.15,3.2,3.5,1.57,2.35,117,Saturday,4,2013,2012/2013
Wigan,Tottenham,M Atkinson,3.8,3.5,1.95,2.06,1.75,117,Saturday,4,2013,2012/2013
Arsenal,Man United,P Dowd,2.1,3.5,3.3,2.1,1.72,118,Sunday,4,2013,2012/2013
Chelsea,Swansea,M Clattenburg,1.3,5.25,9.5,2.45,1.52,118,Sunday,4,2013,2012/2013
Reading,QPR,K Friend,2.5,3.4,2.7,1.94,1.86,118,Sunday,4,2013,2012/2013
Aston Villa,Sunderland,L Probert,2.2,3.25,3.3,1.8,2.0,119,Monday,4,2013,2012/2013
Fulham,Reading,N Swarbrick,1.67,3.6,5.25,2.11,1.72,95,Friday,5,2013,2012/2013
Norwich,Aston Villa,K Friend,2.45,3.2,2.9,1.82,1.98,95,Friday,5,2013,2012/2013
QPR,Arsenal,J Moss,7.5,4.6,1.4,2.23,1.64,95,Friday,5,2013,2012/2013
Swansea,Man City,M Jones,4.75,3.75,1.7,1.92,1.88,95,Friday,5,2013,2012/2013
Tottenham,Southampton,M Clattenburg,1.45,4.5,6.5,2.18,1.67,95,Friday,5,2013,2012/2013
West Brom,Wigan,L Probert,2.35,3.25,3.0,2.05,1.77,95,Friday,5,2013,2012/2013
West Ham,Newcastle,P Dowd,2.35,3.2,3.1,1.99,1.82,95,Friday,5,2013,2012/2013
Liverpool,Everton,M Oliver,1.95,3.4,3.9,2.04,1.78,125,Sunday,5,2013,2012/2013
Man United,Chelsea,H Webb,2.15,3.5,3.2,2.1,1.72,125,Sunday,5,2013,2012/2013
Sunderland,Stoke,L Mason,2.05,3.2,3.8,1.58,2.34,156,Wednesday,5,2013,2012/2013
Man City,West Brom,P Dowd,1.34,5.0,8.0,2.43,1.53,186,Friday,5,2013,2012/2013
Wigan,Swansea,K Friend,1.72,3.6,4.75,1.91,1.89,186,Friday,5,2013,2012/2013
Chelsea,Tottenham,M Dean,1.87,3.6,3.9,2.12,1.71,217,Monday,5,2013,2012/2013
Aston Villa,Chelsea,L Mason,4.33,3.75,1.75,2.14,1.69,309,Tuesday,5,2013,2012/2013
Everton,West Ham,P Dowd,1.45,4.25,6.75,2.06,1.75,339,Thursday,5,2013,2012/2013
Fulham,Liverpool,M Halsey,3.7,3.5,1.95,2.17,1.67,339,Thursday,5,2013,2012/2013
Man United,Swansea,J Moss,1.25,5.75,10.5,2.5,1.49,339,Thursday,5,2013,2012/2013
Norwich,West Brom,H Webb,2.1,3.3,3.4,1.91,1.89,339,Thursday,5,2013,2012/2013
QPR,Newcastle,L Probert,3.1,3.4,2.2,1.91,1.88,339,Thursday,5,2013,2012/2013
Stoke,Tottenham,K Friend,4.5,3.5,1.78,1.76,2.05,339,Thursday,5,2013,2012/2013
Sunderland,Southampton,M Dean,2.65,3.0,2.75,1.71,2.11,339,Thursday,5,2013,2012/2013
Arsenal,Wigan,M Dean,1.33,5.25,7.75,2.67,1.44,134,Tuesday,5,2013,2012/2013
Reading,Man City,M Atkinson,5.75,4.1,1.53,2.38,1.55,134,Tuesday,5,2013,2012/2013
Chelsea,Everton,A Taylor,1.65,3.75,5.0,2.18,1.66,139,Sunday,5,2013,2012/2013
Liverpool,QPR,M Atkinson,1.2,6.5,12.0,2.79,1.41,139,Sunday,5,2013,2012/2013
Man City,Norwich,M Halsey,1.25,5.5,11.0,2.56,1.48,139,Sunday,5,2013,2012/2013
Newcastle,Arsenal,H Webb,6.0,4.33,1.48,2.41,1.53,139,Sunday,5,2013,2012/2013
Southampton,Stoke,L Probert,1.75,3.5,4.75,1.71,2.11,139,Sunday,5,2013,2012/2013
Swansea,Fulham,L Mason,1.72,3.75,4.5,2.01,1.79,139,Sunday,5,2013,2012/2013
Tottenham,Sunderland,A Marriner,1.22,6.0,12.0,2.43,1.53,139,Sunday,5,2013,2012/2013
West Brom,Man United,M Oliver,4.5,3.6,1.75,2.27,1.6,139,Sunday,5,2013,2012/2013
West Ham,Reading,M Dean,1.6,3.8,5.5,2.21,1.64,139,Sunday,5,2013,2012/2013
Wigan,Aston Villa,N Swarbrick,2.0,3.5,3.5,2.11,1.71,139,Sunday,5,2013,2012/2013
Arsenal,Aston Villa,A Taylor,1.36,5.0,7.75,2.37,1.56,229,Saturday,8,2013,2013/2014
Liverpool,Stoke,M Atkinson,1.4,4.33,8.25,2.02,1.79,229,Saturday,8,2013,2013/2014
Norwich,Everton,M Oliver,3.1,3.25,2.3,1.82,1.98,229,Saturday,8,2013,2013/2014
Sunderland,Fulham,N Swarbrick,2.25,3.2,3.25,1.77,2.04,229,Saturday,8,2013,2013/2014
Swansea,Man United,P Dowd,4.1,3.5,1.87,1.98,1.83,229,Saturday,8,2013,2013/2014
West Brom,Southampton,K Friend,2.3,3.25,3.1,1.93,1.87,229,Saturday,8,2013,2013/2014
West Ham,Cardiff,H Webb,1.91,3.4,4.0,1.9,1.89,229,Saturday,8,2013,2013/2014
Chelsea,Hull,J Moss,1.19,6.25,15.0,2.45,1.53,230,Sunday,8,2013,2013/2014
Crystal Palace,Tottenham,M Clattenburg,4.75,3.7,1.72,1.99,1.81,230,Sunday,8,2013,2013/2014
Man City,Newcastle,A Marriner,1.3,5.25,9.75,2.3,1.6,231,Monday,8,2013,2013/2014
Chelsea,Aston Villa,K Friend,1.28,5.25,10.0,2.38,1.55,233,Wednesday,8,2013,2013/2014
Aston Villa,Liverpool,M Clattenburg,3.8,3.6,1.91,2.1,1.73,236,Saturday,8,2013,2013/2014
Everton,West Brom,R East,1.53,4.1,6.0,2.02,1.79,236,Saturday,8,2013,2013/2014
Fulham,Arsenal,H Webb,3.6,3.5,2.0,2.0,1.8,236,Saturday,8,2013,2013/2014
Hull,Norwich,M Jones,2.4,3.25,2.95,1.69,2.17,236,Saturday,8,2013,2013/2014
Newcastle,West Ham,P Dowd,2.25,3.2,3.25,1.82,1.98,236,Saturday,8,2013,2013/2014
Southampton,Sunderland,L Mason,1.65,3.8,5.0,1.84,1.96,236,Saturday,8,2013,2013/2014
Stoke,Crystal Palace,A Marriner,1.8,3.4,4.6,1.67,2.19,236,Saturday,8,2013,2013/2014
Cardiff,Man City,L Probert,8.25,4.2,1.42,2.21,1.66,237,Sunday,8,2013,2013/2014
Tottenham,Swansea,N Swarbrick,1.57,3.75,6.25,2.02,1.79,237,Sunday,8,2013,2013/2014
Man United,Chelsea,M Atkinson,2.3,3.4,3.0,2.03,1.78,238,Monday,8,2013,2013/2014
Cardiff,Everton,A Taylor,3.1,3.25,2.3,1.79,2.01,243,Saturday,8,2013,2013/2014
Crystal Palace,Sunderland,L Probert,2.55,3.25,2.75,1.69,2.15,243,Saturday,8,2013,2013/2014
Man City,Hull,P Dowd,1.16,7.25,15.5,2.61,1.46,243,Saturday,8,2013,2013/2014
Newcastle,Fulham,C Foy,2.05,3.3,3.6,1.85,1.95,243,Saturday,8,2013,2013/2014
Norwich,Southampton,H Webb,2.85,3.25,2.45,1.82,1.98,243,Saturday,8,2013,2013/2014
West Ham,Stoke,J Moss,1.91,3.5,3.9,1.76,2.06,243,Saturday,8,2013,2013/2014
Arsenal,Tottenham,M Oliver,2.0,3.5,3.6,2.14,1.7,9,Wednesday,9,2013,2013/2014
Liverpool,Man United,A Marriner,2.6,3.3,2.65,1.95,1.85,9,Wednesday,9,2013,2013/2014
West Brom,Swansea,M Dean,2.55,3.4,2.65,1.98,1.82,9,Wednesday,9,2013,2013/2014
Aston Villa,Newcastle,M Dean,2.1,3.3,3.5,1.9,1.89,257,Saturday,9,2013,2013/2014
Everton,Chelsea,H Webb,3.4,3.4,2.2,1.79,2.02,257,Saturday,9,2013,2013/2014
Fulham,West Brom,L Probert,2.15,3.4,3.6,1.86,1.94,257,Saturday,9,2013,2013/2014
Hull,Cardiff,R Madley,2.4,3.2,3.0,1.64,2.24,257,Saturday,9,2013,2013/2014
Man United,Crystal Palace,J Moss,1.19,6.5,14.0,2.58,1.48,257,Saturday,9,2013,2013/2014
Stoke,Man City,M Clattenburg,5.25,3.9,1.62,1.88,1.92,257,Saturday,9,2013,2013/2014
Sunderland,Arsenal,M Atkinson,5.75,3.8,1.6,1.88,1.92,257,Saturday,9,2013,2013/2014
Tottenham,Norwich,L Mason,1.42,4.25,8.0,2.11,1.72,257,Saturday,9,2013,2013/2014
Southampton,West Ham,A Marriner,1.83,3.7,4.0,1.8,2.01,258,Sunday,9,2013,2013/2014
Swansea,Liverpool,M Oliver,3.6,3.4,2.15,1.82,1.97,259,Monday,9,2013,2013/2014
Chelsea,Fulham,A Marriner,1.25,5.5,11.5,2.27,1.61,264,Saturday,9,2013,2013/2014
Liverpool,Southampton,N Swarbrick,1.57,4.0,5.75,1.99,1.81,264,Saturday,9,2013,2013/2014
Newcastle,Hull,M Atkinson,1.75,3.4,5.0,1.77,2.04,264,Saturday,9,2013,2013/2014
Norwich,Aston Villa,C Foy,2.4,3.3,2.9,1.89,1.91,264,Saturday,9,2013,2013/2014
West Brom,Sunderland,P Dowd,1.95,3.4,3.9,1.78,2.02,264,Saturday,9,2013,2013/2014
West Ham,Everton,L Mason,3.0,3.3,2.35,1.73,2.1,264,Saturday,9,2013,2013/2014
Arsenal,Stoke,M Dean,1.35,4.75,8.75,2.13,1.7,265,Sunday,9,2013,2013/2014
Cardiff,Tottenham,M Clattenburg,4.25,3.6,1.8,1.84,1.95,265,Sunday,9,2013,2013/2014
Crystal Palace,Swansea,K Friend,3.1,3.3,2.3,1.74,2.07,265,Sunday,9,2013,2013/2014
Man City,Man United,H Webb,2.1,3.4,3.4,2.03,1.78,265,Sunday,9,2013,2013/2014
Aston Villa,Man City,M Jones,7.0,4.1,1.48,2.14,1.69,271,Saturday,9,2013,2013/2014
Fulham,Cardiff,C Pawson,2.0,3.3,3.8,1.78,2.02,271,Saturday,9,2013,2013/2014
Hull,West Ham,K Friend,2.35,3.2,3.1,1.66,2.21,271,Saturday,9,2013,2013/2014
Man United,West Brom,M Oliver,1.26,5.75,10.0,2.32,1.58,271,Saturday,9,2013,2013/2014
Southampton,Crystal Palace,M Atkinson,1.45,4.2,7.25,1.93,1.87,271,Saturday,9,2013,2013/2014
Swansea,Arsenal,M Clattenburg,3.1,3.4,2.25,2.03,1.78,271,Saturday,9,2013,2013/2014
Tottenham,Chelsea,M Dean,2.65,3.3,2.6,1.76,2.05,271,Saturday,9,2013,2013/2014
Stoke,Norwich,A Taylor,1.95,3.3,4.0,1.64,2.23,272,Sunday,9,2013,2013/2014
Sunderland,Liverpool,H Webb,5.0,3.8,1.65,1.86,1.93,272,Sunday,9,2013,2013/2014
Everton,Newcastle,P Dowd,1.6,3.9,5.5,1.97,1.83,273,Monday,9,2013,2013/2014
Cardiff,Newcastle,K Friend,2.3,3.4,3.0,1.83,1.98,130,Friday,10,2013,2013/2014
Fulham,Stoke,R East,2.3,3.3,3.1,1.69,2.15,130,Friday,10,2013,2013/2014
Hull,Aston Villa,M Clattenburg,2.35,3.2,3.1,1.73,2.09,130,Friday,10,2013,2013/2014
Liverpool,Crystal Palace,A Taylor,1.2,6.5,13.0,2.47,1.51,130,Friday,10,2013,2013/2014
Man City,Everton,J Moss,1.62,4.0,5.0,2.15,1.69,130,Friday,10,2013,2013/2014
Sunderland,Man United,C Foy,5.5,4.0,1.57,1.93,1.87,130,Friday,10,2013,2013/2014
Norwich,Chelsea,N Swarbrick,6.0,4.1,1.53,1.91,1.89,161,Monday,10,2013,2013/2014
Southampton,Swansea,M Dean,2.05,3.4,3.5,1.88,1.92,161,Monday,10,2013,2013/2014
Tottenham,West Ham,L Probert,1.42,4.4,7.75,2.05,1.77,161,Monday,10,2013,2013/2014
West Brom,Arsenal,L Mason,4.6,3.8,1.7,2.16,1.69,161,Monday,10,2013,2013/2014
Arsenal,Norwich,L Probert,1.25,5.5,12.0,2.3,1.58,292,Saturday,10,2013,2013/2014
Chelsea,Cardiff,A Taylor,1.23,5.75,13.0,2.4,1.54,292,Saturday,10,2013,2013/2014
Everton,Hull,N Swarbrick,1.42,4.2,8.25,1.97,1.83,292,Saturday,10,2013,2013/2014
Man United,Southampton,M Jones,1.5,4.1,6.5,2.08,1.74,292,Saturday,10,2013,2013/2014
Newcastle,Liverpool,A Marriner,4.2,3.75,1.78,2.17,1.68,292,Saturday,10,2013,2013/2014
Stoke,West Brom,H Webb,2.25,3.2,3.25,1.65,2.22,292,Saturday,10,2013,2013/2014
Swansea,Sunderland,C Pawson,1.55,3.9,6.0,1.98,1.82,292,Saturday,10,2013,2013/2014
West Ham,Man City,M Oliver,5.0,3.8,1.65,2.01,1.79,292,Saturday,10,2013,2013/2014
Aston Villa,Tottenham,P Dowd,3.75,3.5,1.95,1.86,1.92,293,Sunday,10,2013,2013/2014
Crystal Palace,Fulham,L Mason,2.65,3.3,2.6,1.73,2.08,294,Monday,10,2013,2013/2014
Aston Villa,Everton,A Taylor,3.4,3.3,2.15,1.91,1.88,299,Saturday,10,2013,2013/2014
Crystal Palace,Arsenal,C Foy,8.5,5.0,1.33,2.28,1.61,299,Saturday,10,2013,2013/2014
Liverpool,West Brom,J Moss,1.36,4.75,8.25,2.36,1.55,299,Saturday,10,2013,2013/2014
